ACCESSION_NUMBER,CONFORMED_DATE,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,SHARE_VALUE,SHARE_AMOUNT,SH_PRN,DISCRETION,SOLE_VOTING_AUTHORITY,SHARED_VOTING_AUTHORITY,NONE_VOTING_AUTHORITY
0000950123-24-005653,20230930,CHUBB LIMITED,COM,H1467J104,1695320075,8143530,SH,DFND,8143530,0,0
