ACCESSION_NUMBER,CONFORMED_DATE,NAME_OF_ISSUER,TITLE_OF_CLASS,CUSIP,SHARE_VALUE,SHARE_AMOUNT,SH_PRN,DISCRETION,SOLE_VOTING_AUTHORITY,SHARED_VOTING_AUTHORITY,NONE_VOTING_AUTHORITY
0000950123-24-005664,20231231,CHUBB LIMITED,COM,H1467J104,4542600000,20100000,SH,DFND,20100000,0,0
